"","ppm","state","USA_region","source","mgstr","bulk_purchase","fac_mgstr"
"1928",1,"Illinois","Midwest","Personal",10,"Bulk","10"
"1929",0.6,"Nevada","West","Personal",10,"Not Bulk","10"
"1930",0.8,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"1931",0.5,"Georgia","South","Heard it",10,"Not Bulk","10"
"1932",1,"Minnesota","Midwest","Personal",10,"Bulk","10"
"1933",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"1934",0.5,"Wyoming","West","No Input",10,"Not Bulk","10"
"1935",1,"Florida","South","Personal",10,"Bulk","10"
"1936",0.2,"Florida","South","No Input",5,"Not Bulk","5"
"1937",0.5,"Tennessee","South","Heard it",10,"Not Bulk","10"
"1938",0.45,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1939",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1940",0.3,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1941",0.5,"California","West","Internet",10,"Not Bulk","10"
"1942",0.7,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"1943",0.05,"South Carolina","South","Personal",10,"Not Bulk","10"
"1944",1.5,"New Mexico","West","No Input",10,"Not Bulk","10"
"1945",1,"Illinois","Midwest","No Input",10,"Bulk","10"
"1946",0.7,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"1947",0.625,"Georgia","South","Personal",40,"Bulk","40"
"1948",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1949",0.4,"California","West","Personal",10,"Not Bulk","10"
"1950",0.8,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"1951",1.5,"Virginia","South","Heard it",10,"Not Bulk","10"
"1952",0.5,"California","West","No Input",10,"Not Bulk","10"
"1953",1,"South Carolina","South","No Input",5,"Not Bulk","5"
"1954",1,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10"
"1955",0.2,"Minnesota","Midwest","No Input",5,"Not Bulk","5"
"1956",1,"South Carolina","South","Heard it",10,"Bulk","10"
"1957",0.5,"Arizona","West","No Input",10,"Bulk","10"
"1958",0.6,"New Jersey","Northeast","Personal",10,"Bulk","10"
"1959",0.8,"Oregon","West","Personal",10,"Not Bulk","10"
"1960",1,"Texas","South","Personal",10,"Not Bulk","10"
"1961",1,"Missouri","Midwest","No Input",5,"Not Bulk","5"
"1962",1.2,"Indiana","Midwest","No Input",5,"Not Bulk","5"
"1963",1,"Massachusetts","Northeast","No Input",10,"Bulk","10"
"1964",0.2,"California","West","Personal",10,"Bulk","10"
"1965",0.2,"Texas","South","No Input",5,"Not Bulk","5"
"1966",0.6,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"1967",0.5,"New York","Northeast","Personal",10,"Not Bulk","10"
"1968",0.5,"California","West","No Input",10,"Not Bulk","10"
"1969",1.6,"Washington","West","Heard it",5,"Not Bulk","5"
"1970",1,"New York","Northeast","No Input",40,"Not Bulk","40"
"1971",0.5,"Utah","West","Personal",10,"Not Bulk","10"
"1972",0.5,"Nevada","West","No Input",10,"Not Bulk","10"
"1973",0.2,"California","West","No Input",10,"Not Bulk","10"
"1974",2,"Florida","South","Personal",5,"Not Bulk","5"
"1975",0.35,"Texas","South","No Input",10,"Not Bulk","10"
"1976",1,"Montana","West","Personal",10,"Not Bulk","10"
"1977",1,"Georgia","South","Heard it",5,"Not Bulk","5"
"1978",0.5,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"1979",2,"Texas","South","Heard it",5,"Bulk","5"
"1980",1,"Pennsylvania","Northeast","Internet",10,"Bulk","10"
"1981",1,"Washington","West","No Input",10,"Bulk","10"
"1982",0.6,"Texas","South","No Input",10,"Not Bulk","10"
"1983",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1984",1,"Kentucky","South","Heard it",10,"Not Bulk","10"
"1985",0.3,"South Carolina","South","No Input",10,"Not Bulk","10"
"1986",0.6,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"1987",0.5,"Florida","South","Heard it",10,"Not Bulk","10"
"1988",0.1,"California","West","Personal",10,"Not Bulk","10"
"1989",0.625,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"1990",0.625,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"1991",0.5,"Oklahoma","South","No Input",10,"Not Bulk","10"
"1992",0.6,"Florida","South","Personal",5,"Not Bulk","5"
"1993",0.6,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"1994",0.7,"Florida","South","Heard it",10,"Not Bulk","10"
"1995",0.4,"California","West","Personal",10,"Not Bulk","10"
"1996",1,"Utah","West","No Input",10,"Not Bulk","10"
"1997",1,"Illinois","Midwest","Heard it",40,"Not Bulk","40"
"1998",0.1,"Florida","South","Personal",10,"Not Bulk","10"
"1999",1,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"2000",2,"Florida","South","Heard it",5,"Bulk","5"
"2001",1.6,"Oregon","West","Heard it",5,"Bulk","5"
"2002",1,"Alabama","South","Heard it",10,"Bulk","10"
"2003",0.3,"California","West","Personal",10,"Not Bulk","10"
"2004",0.3,"Nevada","West","Personal",10,"Not Bulk","10"
"2005",1,"California","West","Personal",10,"Bulk","10"
"2006",1,"Washington","West","No Input",5,"Not Bulk","5"
"2007",0.8,"New York","Northeast","Personal",5,"Bulk","5"
"2008",0.7,"Illinois","Midwest","Personal",10,"Not Bulk","10"
"2009",2,"Texas","South","Heard it",5,"Not Bulk","5"
"2010",0.5,"California","West","No Input",10,"Not Bulk","10"
"2011",1,"Nebraska","Midwest","No Input",10,"Not Bulk","10"
"2012",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"2013",0.2,"Ohio","Midwest","No Input",5,"Bulk","5"
"2014",0.75,"Oregon","West","Personal",10,"Not Bulk","10"
"2015",0.75,"Georgia","South","Heard it",40,"Not Bulk","40"
"2016",1,"Alabama","South","Personal",10,"Not Bulk","10"
"2017",0.2,"California","West","No Input",40,"Not Bulk","40"
"2018",0.5,"Arizona","West","Personal",10,"Not Bulk","10"
"2019",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"2020",0.08,"California","West","No Input",10,"Not Bulk","10"
"2021",0.5,"Florida","South","Personal",10,"Bulk","10"
"2022",0.8,"Florida","South","No Input",10,"Bulk","10"
"2023",1,"Oregon","West","No Input",10,"Not Bulk","10"
"2024",0.5,"Colorado","West","Personal",10,"Not Bulk","10"
"2025",1,"Massachusetts","Northeast","Heard it",10,"Not Bulk","10"
"2026",0.4,"New York","Northeast","No Input",5,"Not Bulk","5"
"2027",0.875,"North Carolina","South","No Input",40,"Bulk","40"
"2028",0.25,"Michigan","Midwest","Heard it",40,"Not Bulk","40"
"2029",1,"California","West","Personal",10,"Bulk","10"
"2030",1,"Alabama","South","No Input",10,"Not Bulk","10"
"2031",1,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"2032",0.7,"Utah","West","No Input",10,"Not Bulk","10"
"2033",0.6,"Michigan","Midwest","Personal",5,"Not Bulk","5"
"2034",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2035",0.5,"South Carolina","South","No Input",10,"Bulk","10"
"2036",0.5,"Texas","South","Personal",10,"Not Bulk","10"
"2037",0.5,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"2038",1,"Oregon","West","Heard it",10,"Not Bulk","10"
"2039",1,"Oklahoma","South","Personal",10,"Bulk","10"
"2040",0.8,"Washington","West","No Input",10,"Not Bulk","10"
"2041",0.5,"California","West","No Input",10,"Not Bulk","10"
"2042",1,"Tennessee","South","Heard it",40,"Not Bulk","40"
"2043",0.5,"Washington","West","No Input",10,"Not Bulk","10"
"2044",1.5,"Texas","South","No Input",10,"Not Bulk","10"
"2045",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2046",1,"Washington","West","Heard it",10,"Not Bulk","10"
"2047",0.2,"Hawaii","West","Personal",10,"Not Bulk","10"
"2048",1,"Texas","South","No Input",10,"Not Bulk","10"
"2049",1,"Florida","South","No Input",10,"Not Bulk","10"
"2050",1,"Oregon","West","Personal",10,"Not Bulk","10"
"2051",0.2,"California","West","No Input",10,"Not Bulk","10"
"2052",0.7,"Maryland","South","Internet",10,"Not Bulk","10"
"2053",0.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2054",1,"Washington","West","No Input",10,"Not Bulk","10"
"2055",1,"Connecticut","Northeast","No Input",10,"Not Bulk","10"
"2056",0.8,"Hawaii","West","No Input",10,"Not Bulk","10"
"2057",2,"Texas","South","Heard it",5,"Not Bulk","5"
"2058",0.8,"California","West","Personal",10,"Bulk","10"
"2059",0.4,"California","West","No Input",5,"Not Bulk","5"
"2060",0.9,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2061",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2062",0.7,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2063",0.1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"2064",0.1,"Kentucky","South","No Input",10,"Not Bulk","10"
"2065",0.5,"Oregon","West","Personal",10,"Not Bulk","10"
"2066",0.3,"Texas","South","Personal",10,"Bulk","10"
"2067",1,"California","West","Personal",10,"Not Bulk","10"
"2068",0.5,"Montana","West","No Input",10,"Not Bulk","10"
"2069",2,"New Jersey","Northeast","No Input",5,"Not Bulk","5"
"2070",0.6,"Nevada","West","Heard it",5,"Bulk","5"
"2071",1,"Maine","Northeast","No Input",5,"Not Bulk","5"
"2072",0.2,"South Carolina","South","No Input",10,"Not Bulk","10"
"2073",0.5,"California","West","Personal",10,"Not Bulk","10"
"2074",1.2,"Maryland","South","No Input",10,"Not Bulk","10"
"2075",1,"New Jersey","Northeast","No Input",10,"Not Bulk","10"
"2076",0.1,"Missouri","Midwest","Personal",5,"Bulk","5"
"2077",0.625,"Georgia","South","Heard it",40,"Not Bulk","40"
"2078",0.5,"Idaho","West","Personal",10,"Not Bulk","10"
"2079",0.1,"California","West","Personal",10,"Not Bulk","10"
"2080",0.7,"Tennessee","South","No Input",10,"Not Bulk","10"
"2081",0.5,"Florida","South","Personal",10,"Not Bulk","10"
"2082",1,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"2083",1,"Washington","West","No Input",10,"Not Bulk","10"
"2084",1,"Tennessee","South","No Input",10,"Not Bulk","10"
"2085",1,"Colorado","West","No Input",10,"Not Bulk","10"
"2086",1.5,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"2087",1,"Mississippi","South","No Input",10,"Not Bulk","10"
"2088",0.6,"Ohio","Midwest","Personal",5,"Bulk","5"
"2089",0.4,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"2090",2,"Florida","South","No Input",10,"Not Bulk","10"
"2091",1,"Missouri","Midwest","Heard it",10,"Not Bulk","10"
"2092",1,"Texas","South","No Input",5,"Not Bulk","5"
"2093",0.5,"Washington","West","No Input",10,"Not Bulk","10"
"2094",0.6,"California","West","Heard it",10,"Not Bulk","10"
"2095",0.2,"Kentucky","South","Personal",5,"Not Bulk","5"
"2096",1,"Colorado","West","Personal",10,"Bulk","10"
"2097",0.5,"Louisiana","South","No Input",10,"Not Bulk","10"
"2098",0.05,"Colorado","West","Heard it",10,"Not Bulk","10"
"2099",1,"Tennessee","South","No Input",10,"Not Bulk","10"
"2100",0.6,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10"
"2101",0.5,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"2102",1.5,"Washington","West","Heard it",10,"Not Bulk","10"
"2103",0.5,"California","West","Personal",10,"Not Bulk","10"
"2104",1,"Arizona","West","No Input",10,"Not Bulk","10"
"2105",0.8,"Ohio","Midwest","Heard it",10,"Not Bulk","10"
"2106",1.5,"North Carolina","South","Heard it",10,"Not Bulk","10"
"2107",0.6,"Indiana","Midwest","No Input",5,"Not Bulk","5"
"2108",0.6,"Michigan","Midwest","Personal",10,"Bulk","10"
"2109",2,"South Dakota","Midwest","No Input",5,"Not Bulk","5"
"2110",1,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2111",0.55,"Wisconsin","Midwest","No Input",10,"Not Bulk","10"
"2112",0.65,"California","West","Personal",10,"Bulk","10"
"2113",0.75,"Massachusetts","Northeast","Personal",40,"Not Bulk","40"
"2114",1,"Nevada","West","Personal",5,"Bulk","5"
"2115",0.1,"Minnesota","Midwest","No Input",10,"Not Bulk","10"
"2116",0.5,"Georgia","South","Personal",40,"Not Bulk","40"
"2117",0.5,"Alabama","South","No Input",10,"Not Bulk","10"
"2118",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"2119",0.75,"Oklahoma","South","Personal",10,"Not Bulk","10"
"2120",0.6,"Pennsylvania","Northeast","No Input",5,"Bulk","5"
"2121",1.5,"Oregon","West","Personal",10,"Not Bulk","10"
"2122",0.2,"California","West","Personal",10,"Bulk","10"
"2123",1,"Texas","South","No Input",5,"Not Bulk","5"
"2124",2,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"2125",0.1,"Minnesota","Midwest","Personal",10,"Not Bulk","10"
"2126",1,"Pennsylvania","Northeast","Personal",5,"Bulk","5"
"2127",1,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"2128",1,"Ohio","Midwest","Personal",5,"Not Bulk","5"
"2129",0.7,"California","West","No Input",10,"Not Bulk","10"
"2130",0.5,"Massachusetts","Northeast","Internet",40,"Bulk","40"
"2131",1,"Nevada","West","Heard it",5,"Not Bulk","5"
"2132",0.4,"Texas","South","Personal",5,"Not Bulk","5"
"2133",0.4,"Florida","South","No Input",10,"Not Bulk","10"
"2134",1.2,"California","West","Internet",10,"Not Bulk","10"
"2135",0.8,"Arizona","West","Personal",10,"Not Bulk","10"
"2136",0.3,"Texas","South","No Input",10,"Bulk","10"
"2137",0.5,"Arizona","West","Heard it",10,"Bulk","10"
"2138",1.5,"Arizona","West","Personal",10,"Not Bulk","10"
"2139",1,"California","West","Personal",10,"Not Bulk","10"
"2140",0.1,"California","West","No Input",10,"Not Bulk","10"
"2141",1.1,"Alabama","South","Heard it",10,"Not Bulk","10"
"2142",1.1,"Oregon","West","Heard it",10,"Not Bulk","10"
"2143",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"2144",0.4,"California","West","Personal",10,"Not Bulk","10"
"2145",1,"California","West","Internet",10,"Not Bulk","10"
"2146",1,"South Carolina","South","No Input",10,"Not Bulk","10"
"2147",1.2,"Iowa","Midwest","Personal",5,"Not Bulk","5"
"2148",0.6,"California","West","Personal",5,"Not Bulk","5"
"2149",0.2,"Maine","Northeast","No Input",5,"Not Bulk","5"
"2150",1,"North Carolina","South","No Input",5,"Not Bulk","5"
"2151",1.5,"Georgia","South","Personal",10,"Bulk","10"
"2152",1,"California","West","Heard it",10,"Not Bulk","10"
"2153",1.5,"Arizona","West","Internet",10,"Not Bulk","10"
"2154",1,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"2155",2,"Nebraska","Midwest","No Input",10,"Bulk","10"
"2156",1,"Massachusetts","Northeast","No Input",10,"Not Bulk","10"
"2157",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"2158",0.25,"Texas","South","Heard it",40,"Not Bulk","40"
"2159",0.6,"Texas","South","Heard it",10,"Bulk","10"
"2160",1.5,"Virginia","South","Heard it",10,"Not Bulk","10"
"2161",2,"Colorado","West","Heard it",5,"Not Bulk","5"
"2162",0.1,"Virginia","South","No Input",10,"Not Bulk","10"
"2163",0.2,"Nebraska","Midwest","Personal",5,"Not Bulk","5"
"2164",1,"Pennsylvania","Northeast","No Input",10,"Not Bulk","10"
"2165",1,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2166",1.2,"North Carolina","South","No Input",10,"Bulk","10"
"2167",0.5,"California","West","Personal",10,"Bulk","10"
"2168",0.5,"California","West","Personal",10,"Bulk","10"
"2169",1,"Minnesota","Midwest","Personal",5,"Not Bulk","5"
"2170",1,"South Carolina","South","Heard it",10,"Not Bulk","10"
"2171",2,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2172",0.5,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2173",1.2,"Florida","South","Heard it",10,"Bulk","10"
"2174",0.7,"Ohio","Midwest","No Input",10,"Not Bulk","10"
"2175",0.3,"California","West","Personal",10,"Not Bulk","10"
"2176",2,"Michigan","Midwest","No Input",5,"Not Bulk","5"
"2177",1,"Idaho","West","Heard it",10,"Not Bulk","10"
"2178",1,"California","West","Personal",10,"Not Bulk","10"
"2179",1,"Texas","South","Heard it",10,"Bulk","10"
"2180",1.5,"Washington","West","Personal",10,"Not Bulk","10"
"2181",0.8,"Texas","South","No Input",5,"Not Bulk","5"
"2182",0.8,"Michigan","Midwest","No Input",10,"Not Bulk","10"
"2183",0.3,"Louisiana","South","No Input",10,"Not Bulk","10"
"2184",0.4,"Oregon","West","No Input",5,"Not Bulk","5"
"2185",0.875,"Louisiana","South","Personal",40,"Not Bulk","40"
"2186",2,"Minnesota","Midwest","No Input",5,"Bulk","5"
"2187",0.6,"California","West","Heard it",40,"Not Bulk","40"
"2188",2,"Minnesota","Midwest","No Input",5,"Not Bulk","5"
"2189",1,"California","West","Internet",10,"Bulk","10"
"2190",1.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2191",0.5,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"2192",0.3,"Virginia","South","Personal",10,"Bulk","10"
"2193",0.1,"Virginia","South","Personal",10,"Bulk","10"
"2194",1,"Florida","South","Heard it",10,"Not Bulk","10"
"2195",1,"Oklahoma","South","No Input",10,"Not Bulk","10"
"2196",0.8,"North Carolina","South","Heard it",10,"Bulk","10"
"2197",0.125,"Nebraska","Midwest","Internet",40,"Not Bulk","40"
"2198",1,"Ohio","Midwest","Personal",10,"Not Bulk","10"
"2199",1,"Kansas","Midwest","Personal",10,"Not Bulk","10"
"2200",0.5,"Oregon","West","Personal",10,"Not Bulk","10"
"2201",1,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"2202",0.5,"New York","Northeast","Personal",10,"Not Bulk","10"
"2203",1,"Pennsylvania","Northeast","Heard it",10,"Not Bulk","10"
"2204",0.1,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"2205",0.012,"Texas","South","Personal",10,"Bulk","10"
"2206",0.6,"New York","Northeast","Personal",10,"Not Bulk","10"
"2207",0.6,"Florida","South","No Input",10,"Bulk","10"
"2208",2,"Illinois","Midwest","Internet",5,"Not Bulk","5"
"2209",0.7,"Indiana","Midwest","No Input",10,"Not Bulk","10"
"2210",1,"Florida","South","Personal",5,"Not Bulk","5"
"2211",1,"Florida","South","Personal",5,"Not Bulk","5"
"2212",1,"Florida","South","Personal",5,"Not Bulk","5"
"2213",0.1,"California","West","No Input",10,"Not Bulk","10"
"2214",0.5,"California","West","Personal",10,"Not Bulk","10"
"2215",1,"California","West","No Input",10,"Not Bulk","10"
"2216",0.3,"Michigan","Midwest","Personal",10,"Not Bulk","10"
"2217",1,"Illinois","Midwest","No Input",5,"Bulk","5"
"2218",1,"California","West","Personal",5,"Bulk","5"
"2219",0.25,"Texas","South","No Input",40,"Not Bulk","40"
"2220",1.2,"Louisiana","South","Heard it",10,"Not Bulk","10"
"2221",0.5,"Oklahoma","South","Personal",10,"Bulk","10"
"2222",1,"Nevada","West","Personal",10,"Not Bulk","10"
"2223",1,"South Carolina","South","Heard it",10,"Not Bulk","10"
"2224",1,"New York","Northeast","Heard it",10,"Not Bulk","10"
"2225",0.1,"California","West","Personal",10,"Not Bulk","10"
"2226",0.5,"Michigan","Midwest","Personal",10,"Bulk","10"
"2227",1,"Ohio","Midwest","No Input",5,"Not Bulk","5"
"2228",0.5,"Nevada","West","Personal",10,"Not Bulk","10"
"2229",1,"Alaska","West","Personal",10,"Bulk","10"
"2230",2,"Florida","South","No Input",5,"Not Bulk","5"
"2231",1.5,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"2232",1,"Kansas","Midwest","No Input",10,"Not Bulk","10"
"2233",1,"Indiana","Midwest","Internet",5,"Not Bulk","5"
"2234",0.5,"California","West","Personal",10,"Bulk","10"
"2235",1,"Kansas","Midwest","Heard it",10,"Not Bulk","10"
"2236",1.2,"Texas","South","Internet",10,"Bulk","10"
"2237",1.5,"Illinois","Midwest","Heard it",10,"Bulk","10"
"2238",1,"Massachusetts","Northeast","Personal",10,"Not Bulk","10"
"2239",1,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2240",1,"Oregon","West","No Input",5,"Not Bulk","5"
"2241",0.7,"Texas","South","No Input",10,"Not Bulk","10"
"2242",1,"Washington","West","No Input",10,"Not Bulk","10"
"2243",0.5,"Georgia","South","No Input",10,"Not Bulk","10"
"2244",0.1,"Nevada","West","Internet",10,"Not Bulk","10"
"2245",0.5,"Tennessee","South","No Input",10,"Not Bulk","10"
"2246",1.2,"Washington","West","Heard it",10,"Not Bulk","10"
"2247",1,"Louisiana","South","Personal",10,"Not Bulk","10"
"2248",0.5,"California","West","No Input",10,"Bulk","10"
"2249",1,"Missouri","Midwest","No Input",10,"Not Bulk","10"
"2250",1.8,"Illinois","Midwest","Heard it",5,"Not Bulk","5"
"2251",1,"Texas","South","Heard it",10,"Bulk","10"
"2252",1,"Wisconsin","Midwest","Heard it",10,"Not Bulk","10"
"2253",0.4,"New York","Northeast","Personal",10,"Bulk","10"
"2254",1,"Kentucky","South","Heard it",10,"Not Bulk","10"
"2255",0.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2256",0.4,"Texas","South","No Input",10,"Bulk","10"
"2257",1,"Florida","South","No Input",10,"Not Bulk","10"
"2258",0.5,"Mississippi","South","Personal",10,"Bulk","10"
"2259",0.2,"Florida","South","No Input",5,"Bulk","5"
"2260",0.75,"Illinois","Midwest","Heard it",40,"Not Bulk","40"
"2261",1,"Tennessee","South","No Input",10,"Not Bulk","10"
"2262",1.5,"Florida","South","No Input",10,"Not Bulk","10"
"2263",2,"Kentucky","South","No Input",10,"Not Bulk","10"
"2264",1,"Florida","South","Internet",10,"Bulk","10"
"2265",1,"Florida","South","No Input",10,"Not Bulk","10"
"2266",0.6,"Louisiana","South","Personal",5,"Bulk","5"
"2267",0.6,"Louisiana","South","Personal",5,"Bulk","5"
"2268",1,"Maryland","South","Internet",5,"Not Bulk","5"
"2269",0.5,"Missouri","Midwest","Internet",10,"Not Bulk","10"
"2270",0.2,"Florida","South","Personal",5,"Bulk","5"
"2271",2,"Florida","South","No Input",5,"Not Bulk","5"
"2272",1,"New Jersey","Northeast","Heard it",10,"Not Bulk","10"
"2273",0.3,"Maryland","South","No Input",10,"Not Bulk","10"
"2274",0.7,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"2275",0.6,"Florida","South","Personal",10,"Not Bulk","10"
"2276",2,"Virginia","South","Personal",5,"Not Bulk","5"
"2277",1,"New York","Northeast","No Input",10,"Not Bulk","10"
"2278",0.008,"Maryland","South","Personal",10,"Not Bulk","10"
"2279",0.4,"Colorado","West","Personal",5,"Not Bulk","5"
"2280",0.4,"Tennessee","South","Heard it",10,"Bulk","10"
"2281",1,"Florida","South","Heard it",10,"Not Bulk","10"
"2282",0.5,"Pennsylvania","Northeast","Personal",10,"Not Bulk","10"
"2283",0.5,"North Carolina","South","Personal",10,"Not Bulk","10"
"2284",0.075,"Texas","South","Internet",40,"Bulk","40"
"2285",0.625,"Wisconsin","Midwest","No Input",40,"Not Bulk","40"
"2286",1,"Florida","South","No Input",5,"Bulk","5"
"2287",0.7,"California","West","Personal",10,"Not Bulk","10"
"2288",1.2,"Arizona","West","Personal",10,"Not Bulk","10"
"2289",0.2,"Idaho","West","Personal",5,"Bulk","5"
"2290",1,"Washington","West","Heard it",10,"Not Bulk","10"
"2291",1,"Texas","South","Personal",10,"Bulk","10"
"2292",0.7,"Florida","South","Personal",10,"Not Bulk","10"
"2293",0.5,"Michigan","Midwest","Heard it",10,"Not Bulk","10"
"2294",1,"Washington","West","Heard it",10,"Not Bulk","10"
"2295",0.5,"Illinois","Midwest","Personal",40,"Not Bulk","40"
"2296",0.2,"California","West","Personal",10,"Bulk","10"
"2297",0.5,"California","West","Heard it",10,"Bulk","10"
"2298",0.6,"Louisiana","South","Heard it",10,"Not Bulk","10"
"2299",0.6,"Louisiana","South","No Input",10,"Not Bulk","10"
"2300",0.5,"Nevada","West","Personal",10,"Not Bulk","10"
"2301",1,"New York","Northeast","No Input",5,"Not Bulk","5"
"2302",0.6,"Florida","South","No Input",10,"Not Bulk","10"
"2303",1,"Texas","South","Personal",5,"Not Bulk","5"
"2304",1.75,"New York","Northeast","No Input",40,"Not Bulk","40"
"2305",1,"Florida","South","No Input",10,"Not Bulk","10"
"2306",0.5,"Florida","South","No Input",10,"Not Bulk","10"
"2307",1,"Florida","South","Personal",10,"Not Bulk","10"
"2308",1,"California","West","No Input",10,"Not Bulk","10"
"2309",0.5,"Indiana","Midwest","Internet",10,"Not Bulk","10"
"2310",1,"Florida","South","No Input",10,"Not Bulk","10"
"2311",0.6,"Nevada","West","No Input",10,"Not Bulk","10"
"2312",1,"Tennessee","South","Internet",10,"Not Bulk","10"
"2313",0.8,"California","West","Personal",10,"Not Bulk","10"
"2314",1,"California","West","Personal",5,"Not Bulk","5"
"2315",1.6,"Texas","South","No Input",5,"Not Bulk","5"
"2316",0.5,"Maine","Northeast","No Input",40,"Not Bulk","40"
"2317",1,"Montana","West","Heard it",10,"Not Bulk","10"
"2318",0.7,"Alabama","South","Personal",10,"Bulk","10"
"2319",1.5,"New Jersey","Northeast","No Input",10,"Bulk","10"
"2320",0.2,"Oregon","West","No Input",10,"Not Bulk","10"
"2321",0.6,"Tennessee","South","Heard it",10,"Not Bulk","10"
"2322",0.5,"Tennessee","South","Personal",40,"Not Bulk","40"
"2323",1.6,"Florida","South","Personal",10,"Bulk","10"
"2324",1.6,"Ohio","Midwest","No Input",5,"Not Bulk","5"
"2325",1.5,"Washington","West","No Input",10,"Not Bulk","10"
"2326",2,"California","West","No Input",10,"Bulk","10"
"2327",1,"Hawaii","West","No Input",5,"Not Bulk","5"
"2328",1.2,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"2329",1,"Arizona","West","No Input",10,"Not Bulk","10"
"2330",1,"Arizona","West","No Input",10,"Not Bulk","10"
"2331",0.5,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2332",0.875,"Arkansas","South","Personal",40,"Bulk","40"
"2333",0.5,"Indiana","Midwest","Personal",10,"Not Bulk","10"
"2334",1,"Wisconsin","Midwest","Personal",10,"Not Bulk","10"
"2335",1,"Washington","West","Personal",10,"Not Bulk","10"
"2336",1,"Florida","South","Personal",10,"Not Bulk","10"
"2337",1,"North Carolina","South","Personal",10,"Not Bulk","10"
"2338",0.25,"New York","Northeast","Personal",40,"Bulk","40"
"2339",0.8,"California","West","No Input",10,"Not Bulk","10"
"2340",0.5,"Arkansas","South","Personal",40,"Not Bulk","40"
"2341",0.7,"Arizona","West","Heard it",10,"Bulk","10"
"2342",1,"California","West","Personal",10,"Not Bulk","10"
"2343",0.7,"Tennessee","South","No Input",10,"Not Bulk","10"
"2344",0.5,"Oregon","West","No Input",10,"Not Bulk","10"
"2345",1,"California","West","No Input",10,"Not Bulk","10"
"2346",1,"New Jersey","Northeast","No Input",10,"Not Bulk","10"
"2347",0.5,"Illinois","Midwest","No Input",10,"Not Bulk","10"
"2348",0.5,"Louisiana","South","No Input",10,"Not Bulk","10"
"2349",1.6,"Tennessee","South","No Input",5,"Not Bulk","5"
"2350",1,"Alabama","South","Heard it",10,"Bulk","10"
"2351",0.5,"Illinois","Midwest","Heard it",10,"Not Bulk","10"
"2352",2,"New York","Northeast","Personal",10,"Not Bulk","10"
"2353",1,"Oregon","West","No Input",5,"Not Bulk","5"
"2354",1.5,"Virginia","South","Personal",10,"Not Bulk","10"
